,아이디,댓글 내용,댓글 시간
867,  풍월주,ㅋㅋ 비싼차 탄 사람은 힘 가진 사람으로 동일시 하는 거죠...이건 어느나라나 다 같을 겁니다...다만...경차 싼차라고해서 막 대하는 이런 의식은 정말 문제입니다...지금도 도로위에서 혹은 삶속에서 없어보인다고 막대하고 무시하는 분들...바로 당신들이 천박한 인생들입니다..당신 같은 사람들이 자신보다 약해보이면 막대하고..강해보이면 굽신거리는..바로 그런 사람임을 자각하세요,1년 전
868,  Seo.,ㅋㅋㅋㅋㅋㅋㅋ,11개월 전
869,  제우,차..하...,2년 전
870,  방랑자,머얼리 피해서 가자영,1년 전
871,  PD조,장난하냐? 내앞에 신호걸린 차가 슈퍼카든 경차든 신경안쓰고 빵빵거린다,1년 전
872,  Johngjin Kim,5억이고 10억 차라도 그렇지 무슨 모세의 기적이라는 말을 하나. 안 비켜주면 비켜 가던지 비켜 갈 곳이 없으면 따라 가는거지..,1년 전
873,  자본주의개사기,"억대 단위 차 타는 애들 민폐임... 사고라도 내면, 보험비만 오르고,, 돈자랑하는건 좋은데, 남에게 피해는 안줘야지. 뭔 무경우냐 ?",4개월 전
874,  V ENTUS,결국 인성이구나..,8개월 전
875,  AniX,차모지상주의,1개월 전
876,  엄기원,참 더러운 인성이다,1년 전
877,  Wonder Lady,강약약강,1년 전
878,  Jae Kim,결론은 돈많이벌어 좋은차 사란거같음,1년 전
879,  DubbleDumpTrukk24TONione,어? 썸네임 바꼇네 ㅋㅋㅋㅋ,2년 전
880,  Opera,버스 10초는 레잔도다,4개월 전
881,  야옹야옹이 조아,야!! 차빼 ㅋㅋㅋ,1년 전
882,  정가,내 서드차네,2년 전
883,  남이,서열정리,1년 전
884,  용지봉,한순간에 인생 고자되는데,9개월 전
885,  오드리햅번,요샌 빵함 개나소나 다타고다녀서,4개월 전
886,  노총각주접이,차빼 덤벼!,1년 전
887,  엥? ㅁoㅁ,저거는 민페아님?ㅋㅋㅋㅋㅋ,1년 전
888,  zreal kizl,결론 : 꼬우면 슈퍼카 사라,2년 전
889,  PTSD,역시 비싼차 타는 이유,2년 전
890,  행복행운,차빼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅅㅂ,1년 전
891,  일등헝아,그냥뒷사람 인성문제아닌가,2년 전
892,  Phenomenal Swiftie,599 GTO vs Morning,1년 전
893,  꼬물로봇,괜찮앙형이 있잖앙~~,8개월 전
894,  Joe Park,"저러니 기득권들이 기세를 부리는거죠...국민들 의식이 바껴야합니다.법과 원칙, 규정들 괜히 만들어 났습니까,  민주사회에서 모든일들 법과 원칙  규정등에 따라 윤리적으로 행동하면 만인이 공평한 공명사회가 될수있습니다.  그래서 적폐청산과 검찰개혁, 언론개혁등 몇몇개혁과제 꼭이루어야합니다.",1년 전
895,  Kimᄂᄂᄂ,좀 잘못된거 아닌가 ㅋㅋㅋㅋ 케바케가 너무 심해서,7개월 전
896,  불닭볶음면,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ  이래서 국산차 안끌음. 웃긴건 외제차 3억~4억짜리 suv 끌고 다니면 저렇게 모세 기적 안일어남.왜냐면 외제차인지 몰라봄 ㅋㅋㅋㅋ 근데 저렇게 페라리 람보르기니 같은 외형의 외제차는 겁나 잘 비켜준다 ㅋㅋㅋ,8개월 전
897,  duboo soon,강약약강,2년 전
898,  돼지,우리나라돈이 권력임,2년 전
899,  뮤힝,차가 곧 명암인줄 아는 의식수준 개 핫바리라 그럼,2년 전
900,  오봉드링크,난 이해한다 박는순간 몇년 염전노예급으로 살아야하거든,2년 전
901,  World No. 1,PC방 두꺼비 실험이나 이 실험이나,2년 전(수정됨)
902,  명순2,ㅋㅋㅋㅋ 모세의기적이래,10개월 전
903,  YH Eternity,"ㅋㅋ 왜 한국이 갑질많이 하는 나라인줄 알겠네, 갑질이 잘 먹히니까 하는거였네,",1년 전
904,  망치,피씨방 전원끄고 폭력성이 어쩌고 소리하네 ㅋㅋ,1년 전
905,  gsjin85,ㅋㅋ으휴 진짜,1년 전
906,  댓글용,당연한 자본주의 사회의 권리아닌가... 돈 벌던가,2개월 전
907,  황금마차,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3개월 전
908,  서미도,"0:58흠,,,아마 촬영했던,저 10초가 대한민국 최초 였을수도있어요,아무리 슈퍼카라고 해도,10초는 기적에 가까움, 대한민국에서",10개월 전
909,  sim scott,왜이러는걸까요,8개월 전
910,  삐리리김,사람따라 다르지 뭔 말같지도 않은 실험을하냐,2년 전
911,  LEE. Y.D,뒤에서 빵빵안하는 이유는 슈퍼카 가격값때문이 아니라....슈퍼카에 타고있는 운전자가 개쓰레기라 똥밟을까봐......,8개월 전
912,  니가보수냐?,벤츠 bmw 차정도는 비벼볼만한데 저건 슈퍼카 건들면젓됨,1년 전
913,  alivai,한국에 정의로운 사람은 일본 식민지 시절때 다 죽었다 강자에 약하고 약자엔 강한 한국인들 뿐,1년 전
914,  터닝포인트,ㅋㅋㅋㅋㅋ,2년 전
915,  황윤일,제목에낚인기분  모세의기적은 무엇???에잇>•<,1년 전
916,  아무무,평민 목숨값보다 비싼 차라서 피해주는듯,6개월 전
917,  정지현,모세의기적을이런식으로쓰지마세요   정말필요한 구급차 비켜주고 할때 쓰는건데,1년 전(수정됨)
918,  모른다,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ자동차 차별이냐 ㅋㅋㅋㅋㅋ,8개월 전
919,  승환,차빼 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,8개월 전
920,  1제임스,10초동안 차 구경 더할라고 그런거지.ㅋ,2년 전
921,  응,이게 뭔일인가 하게 왜치는 뉴스 속보,1년 전
922,  이응노,천안버스 였으면 슈퍼카고 나발이고 경적 ㅈㄴ 울려댔을걸?,2년 전
923,  akeileun,한도우: ㅅ.. ㅅㅂ 글그면 ㅈ된다..,2년 전
924,  마하나임,유럽도 비슷하나 조선같진 않다..,1년 전
925,  설치,지금은 안그래요~,1년 전
926,  떼레께레,그래서 얘기하는게 뭐임 차별하지말라고?,2년 전
927,  럽럽,그래서 빚내서 슈퍼카사라는건기?,5개월 전
928,  소말리아앞바다,구급차 소방차 경찰차< 롤스로이스,8개월 전
929,  Kimma,보험시스템이 ㅈ같아서 그래,10개월 전
930,  배가빈,ㅋㅋㅋㅋ 재밌네,1년 전
931,  오늘도행복만,다른 차량이랑 속도를 같이해서가라 안가니까 위협을 당하지 수입차가 문제는 아니다 기사 제대로 써라,1년 전
932,  박땡감,국개야  똑같이취급해라  너들그렇게  일해서  생기는뼤단이야  있는놈위반해도되고없는사람  않되고  민주당법이네,1년 전
933,  올에프,ㅋ 경차 어쩜좋냐 수난이네ㅋ,2년 전
934,  AP3 Na8510N,어느나라나 마찬가지,2년 전
935,  조병옥,"왜 여기로 인도한지 모르겠지만, 난 앞에차가 뭐건 신호바뀌고 멍때리면 바로 3초내로 모든차에 평등하게 경적 때린다 ㅋㅋㅋㅋㅋㅋㅋ 경찰차도 예외대상 아님 ㅇㅇ",2년 전
936,  루비,강약약강,9개월 전
937,  Good Good,6년전 얘기다,5개월 전
938,  sniper K,그래서 머 어쨌다고..이런기사를 쓰는거지,2년 전
939,  nana kim,ㅋㅋㅋ,1년 전
940,  전국투어,ㅋㅋㅋ,1년 전
941,  꿍꿍,차빼~ 한 사람 신상 공개 부탁드립니다뉴스에 공개적으로 망신 당하게~,1년 전
942,  이학빈,운전 초보 일땐 외제차 타세요...,8개월 전
943,  개나줘버려,눼눼 차빼라는데 빼드려야죠,2년 전
944,  주호,아직도 이런걸 가지고 이딴 실험이나 한다는게 한심하다 ㅎㅎ,2년 전
945,  YN J,ㅋㅋㅋㅋ 차빼!!!!,11개월 전
946,  유성일,국민이 거지인성이라서 그러거뭘 세삼스럽게.,1년 전
947,  바나나,무슨..저게 슈퍼카라고 비켜주고 경차라고안비켜주냐. 참나 운전자마다 판단하는게 다른거지 참 말이되는걸로 찍어야지,2년 전
948,  임꺽정,나는 1톤트럭 타고 다니면서 하루벌어 먹고 사는 인간입니다..예전에 슈퍼카가 주차장에 세워둔 나의 트럭을 박았습니다...저는 슈퍼카 주인을 10분이상 폭행하고 매품으로 때웠습니다..나의 망가진 트럭은 나의 돈으로 수리했습니다..슈퍼가 주인이..말을 이쁘게했으면 내가 폭행은 안했겠지요..수퍼카 주인보고..다음에 나한테 또 걸리면 죽여서 멀리있는 산에다 수퍼카하고..깉이 매장한다고 그랬지요..,1년 전
949,  으히히,당연하거 아님??? 박으면 클남,5개월 전
950,  TrustLess,멋지다 599,9개월 전
951,  GST,저건 근데 스치면 좆될 수 있어서 그런거 아님?,8개월 전
952,  Kevin Oh,세상 어느나라도 우리나라처럼 10:90 20:80 따지는 보험사 없다! 100대빵 아님 각자 알아서 고치는거지 비싼 차가 와서 박으면 박혔어도 물어줘야 하니 이따우가 되는거 아니냐. 사회의 부조리를 자랑스럽게 리포팅 하는것도 너무 역겹다.,2년 전
953,  김서냥,차뺴,2년 전
954,  001  오일남,ㅋㅋㅋ,2년 전
955,  이찬희,놀.고.있.네 대.가.리 부터 넣는다 ^^,2년 전
956,  가재미,차 빼 ㅋㅋㅋ,2개월 전
957,  공명카이사르,똥이 더러워서 피하는거다,11개월 전
958,  지미로져스,돈이 최고야~,1년 전
959,  수산남,모세의 기적이라고 어그로 끈 YTN. 요즘은 방송사도 일개 유투버처럼 어그로 제목으로 붙이네요.,2년 전
960,  봉봉,시밬ㅋㅋㅋㅋㅋㅋㅋ 차빼,2년 전
961,  무의미,약강강약 대한민국,2년 전
962,  김명재,저거 때문에 사는거아니냐 ㅋㅋ,8개월 전
963,  똥장군,유전무죄 무전유죄와 동일특권,2년 전
964,  아라모라,진짜 할일 없나부다,2년 전
965,  대표,아무리 실험한다해도 저건좀아니지안음?ㅋㅋㅋㅋㅋㅋ실험한다 치고 교통방해수준인데?ㅋㅋㅋㅋㅋ기다렸다가 클락션이 언제울리는지 하는실험은 머임 도데체 ㅋㅋㅋㅋㅋ,2년 전
966,  GO행자tv,사고날까봐 비켜주는게100프로는아니고 슈퍼카볼일별로없으니 구경한다고 끼워주는게50프로이상이지않을까나는 슈퍼카들 매너없이 무리하게 대가리 쑤셔넣으면 절대양보안해주는데지가 쫄아서 못들어오는 차들 간혹봤음 ㅋ,2년 전
967,  미스테리상회,자본주의 맞네,4개월 전
968,  하윤희,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ차빼~~!,4개월 전
969,  김재윤,버스가 10초면 이거 말 다한건데 ? ㅋㅋㅋㅋㅋㅋㅋ 1초도 안기다리는 버스인데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ나야뭐 원래 클락션을 안하니까 내가 안해도 뒤에서 해주니 안하는데사람이라는게 어쩔수 없지 뭐 ~~ 특히 우리나라같이 급속도로 발전된 나라일수록 약간 저런게 심함경차 = 무시 구제 =무시 뭐 이런거? 쉽게 얘기하면 나라가 졸부되다보니 국민들도 약간의 졸부끼가 있는거 같음~ 물론 나도 포함이고,2년 전
970,  아루티르,그래서 내가 람보 타는겨,1년 전
971,  송현수,부산가봐 저런거 없어 늦게가면 경적이지 뭐,1년 전
972,  레지잭슨,차는 돈좀 모으고 40대 넘어서 사는게 좋음 왜 유지비 에다  사고나면 돈 돈 돈 차 사면 돈 못모음,2년 전(수정됨)
973,  미스타킴,ㅋㅋㅋ 후진 국민성!,1년 전
974,  식도락가,이게 말이 된다고???,2년 전
975,  WA 2000,모닝탄 김동현 vs 벤틀리탄 찐따,2년 전
976,  진천댁,차 빼ㅋㅋ,1년 전
977,  모순태,나보다  약자에게 하는  저  짓거리아주  더러운  이중적인  일본  스타일이런거보면정신  상태는  후진국이야그러니  빛을  내서라도좋은차  구입하는  것이지모든것이악순한,1년 전
978,  방정현,ㅋㅋㅋㅋ노예인간들...돈앞에 뵈는게 잇는거지,2년 전
979,  하늘땅바다,난슈퍼카고 나발이고 똑같이 대하는대,1년 전
980,  Jh H,난폭운전의 상징인 택시도 피해간다는 그 차냐 ㅋ,1년 전
981,  wook hyun cho,ㅋㅋㅋㅋ,9개월 전
982,  루돌프,인간성 더러운 것들 많어,1년 전
983,  설찡짱,차별 실화냐?,2년 전
984,  ckd1022,그래서 슈퍼카 사라는거야?,2년 전
985,  레퀴엠,기자 넌 안그러는척 하지마라,3개월 전
986,  동그리,당연한거아니냐 돈이얼만디 참 ㅅㅂ 이것도 기사라고 돈많이잇음 다함께차차차하던가,2년 전
987,  크앙크앙,왜의식해 대물만 10억이상인데 말도안되는 실험하고있어,3개월 전
988,  M1,저런게어딨어 무보험차겠지,1년 전
989,  1위임원준,촬영기자 박정호   홍성노영상편집 이현수   주혜민,2개월 전
990,  제이제이,박으면 보험비가 얼마냐.. 시부레 당연한걸 이상한 논리로 방송하네,1년 전
991,  김보경,캬캬캬캬 캬캬캬캬 ~~~~~ ^;,2년 전
992,  크루,제목을 거짓말로 적었냐,2년 전
993,  바나나,슈퍼카가좋다는둥..대부분남성분들이 왜 갖고싶어하는차인지 궁금하네요.,2년 전
994,  현정,똥이 무서워서 피하냐 더러워서 피하지,4개월 전
995,  박진영,https://www.youtube.com/watch?v=8uZK4RmuQfE   우울이감소  웃음이 빵빵,2년 전
996,  백인근,아무리 실험이라지만 도로에서 민폐짓한거아닌가요.피씨방에서 전원내린 거랑은 비교안되겠지만 같은 맥락,1년 전(수정됨)
997,  TO TO,"현실임,꼬우면 돈 많이 벌어서 좋은차 타~",1년 전
998,  서울서울,00:47He is a yeekoo,2년 전(수정됨)
999,  rutta tata,똑같은 뉴스 똑같은 실험 과거에 했잖아. 왜 자꾸 전파 낭비하지?? 이렇게 낭비할거면 차라리 질병 기근으로 죽는 사람 많은걸 알리는 뉴스가 더 의미 있지 않을까.,9개월 전
1000,  백일삼.,경차라고무시하고.슈퍼카라고존중해주는국민성은 개만도못한인간들이지뭐.,1년 전
1001,  N A,국민의식,1년 전
1002,  신시안,난 국산차가 더 좋기에  수입차를 만나면 일부러 더  빵빵거리고  안비켜주게 되던데 ㅋㅋㅋ,2년 전
1003,  그대라서좋은,똥이 무서워서 피하나,1년 전
1004,  무익조,사람나고 차 나왔지차 나고 사람이 나왔다더냐.,4개월 전
1005,  사람,1:05 김계정...,1년 전
1006,  이규석,운전 미숙이지~,7개월 전
1007,  윤기용,5년전에 만든 멍청한영상이 왜 지금 나타나는거지????,2년 전
1008,  조운자룡,당연한걸 실험하고 자빠졌네 슈퍼카랑 교통 사고나면 죧대는데 그걸 왜 실험함ㅋㅋ,2년 전
1009,  정의,지금이 조선시대 같이 남의식하며 눈치보나 남이야 비싼차 타든 말든 자기만 잘하면 되지 남을 의식 할 필요 있나 할일 없는 언론들,1년 전
1010,  Kim힐링,도시에서나 그렇지.. 시골가봐.. 슈펀지뭔지 ..신경도 안써.. ㅋ,1년 전
1011,  남로당 빨갱이 박정희,자본주의  만세 ㅋ ㅋ ㅋ,8개월 전
1012,"  1억,배당금월150만원","3년 노예계약해서 비싼차 타는 호구들 많음. 사고시, 보험료 비싸지니까 양보해주는거지.대단해서 양보해주는건 아님... 착각 금지.",8개월 전
1013,  김필종,저건 좀 오바인데 .. 슈퍼카라고 해서 기다려주는 시간 뭐 이런게 정말 있나 ㅋㅋ 난 그냥 차 좋다 하고 쌩 지나가는뎅,1년 전
1014,  아폴론,우리나라국민 인성이 개떡같아요~ 작은차 타고 다니면 개무시 당하는나라,1년 전
1015,  카르푸,방송국 할일없습니까.... 실험이랍시고 민폐끼치는거,2년 전(수정됨)
1016,  말라떼 도신,대한민국 국민성 이지,4개월 전
1017,  김현철,난 대물 10억들어있다 슈퍼카고 ㅈㄹ이고 절대안비켜준다,1년 전
1018,  억울이,슈퍼카고 ㅈㄹ이라고 난 무조건 신호보고 빨리안가면 딱1초기다렸다 바로빵거리는데 안박음 그만이지 뭘 그리쪼노 죄지었나?,7개월 전
1019,  James Park,국민성이 천박,1년 전
1020,  정영노,쓸때 없는 실험.,1년 전
1021,  이철우,비켜준 차량들이 종합보험 대물가입금액이 5억이상이 아니였나 보네 ㅋㅋ나는 가입금액 10억이다 제발 나한테 한번 걸려라내 버킷리스트중 하나외제차 시원하게 긁어보는거보험사가 알아서 하것제끼어들어봐 시원하게 긁어줄테니~~^^,10개월 전(수정됨)
1022,  Bambi,허세쩌는 국민성이라 잘 먹히네 ㅋㅋㅋㅋ,10개월 전
1023,  o형,사람이 명품 이야지 ~~ 관심없고,9개월 전
1024,  방정현,꼭 공부 드럽게 못하눈애들이. 저렇게 빠뜨린다,1년 전
1025,  D Kor,이런거 세무조사 안하나? 한 통속이가?,1년 전
1026,  부린이 노총각,대한민국 꼬라지가 이모양이네,2년 전
1027,  메로나,"응급차를 슈퍼카로 바꾸라는 사람이 있는데 못해도 전국에 다 교체하려면 못해도 1000대는 있어야 하는데 람보르기니,맥라렌 이런거만 해도 4억~8억 그냥 깨집니다 우리나라가 해줄거 같아요?게다가 차내부 좁아서 환자랑 장비 실을 공간도 없고요 경찰차도 마찬가지 입니다.우리가 뭐 만수르에요?",1년 전
1028,  지히히,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아놔,10개월 전
1029,  강오,당연하지1등한태머라할넘있나 꼴등존나괴롭히지,1년 전
1030,  천일야화,모닝타다가 지금은 아반떼 타는데...모닝때 하루에 몇번이고 듣던 경적소리를 거의 안들음 ㅋㅋㅋㅋㅋㅋㅋ 슈퍼카가아니라 모닝이문제임 여자인줄알고 막대하는거,10개월 전
1031,  영~~,내가그래서모닝타면서항상초보딱지붙이고다니지~~드럽다구옆에안어거덩~~^^,4개월 전
1032,  진심의말,ㅋㅋㅋ!,2년 전
1033,  AHN상덕,차빼 ~ㅋㅋ,10개월 전
1034,  It’s you,이런 실험은 왜하는거지 쓰잘데기없이? 그리고 육년전 영상이 왜 지금 올라오고 난리냐,10개월 전
1035,  최석준,경차 타니 너무 팍 끼어들어 팔아버림,1년 전
1036,  진지한주부.쓰리랑부부,도망이지,2년 전
1037,  B,한국인들은 원래 조상 부터 비열했음,1개월 전
1038,  피에로의 눈물,돈으로도 행복을 살수없다는 말은 돈없는 그지들이나 하는말이다. 돈이 행복이지 ㅡㅡ,2년 전
1039,  진심의말,패라리 확 패러가,1년 전
1040,  LEEe,ㅋㅋ,1년 전
1041,  Mr. Shin,무전유죄,7개월 전
1042,  뿔난 도께비,가지가지   시비네  ㅋㅋㅋㅋㅋ,1년 전
1043,  팍팍큐,차빼 ㅋㅋ,2년 전
1044,  leeTube,똥이 무서워 피하나?,9개월 전
1045,  꿍꿍,같은 사람 같은 시간에 해야지 ㅋㅋ사람마다 운전 스타일? 다 틀린ㄱㆍㄹ,1년 전
1046,  ho k,ㅎㅎㅎㅎㅎ,2년 전
1047,  Sungwoong Kil,난리나겟네 매일  서로경계하고 모세위기적운아마 전국도로에서벌어지겟네 전국민차 5억짜리로하자,1년 전
1048,  zi14l,당연한걸 실험까지하냐 슈퍼카는 스쳐도 몇천인데 경차는 스치면 몇십?,1년 전
1049,  오순,국민성이지~~내 아들 친구도 아빠차 엄마경차 몰고갈때 반응들이 많이 다르다는~~~~슈퍼카 아녀도 경차보다 조금 더 나으면 무시하는 경향이 다분하죠국민성이 드러나는거지 뭐 개뿔 이걸갖고~~~,8개월 전(수정됨)
1050,  sy k,니들은 안그럴꺼같지??? 똑같음 ㅋㅋㅋ 그래서 경차로 복수하는길은 주차할때 안보이게 주차하는것뿐임,4개월 전
1051,  신주 박,지존파 살아있으면 1순위로죽는다,11개월 전
1052,  as,이것이 대한민국이다 푸하하,1년 전
1053,  훈이,ㅋㅋ,11개월 전
1054,  함수일,버스는왜 데리고나오는지버스가  왜,1년 전
1055,  웃자,저걸 모세의 기적이라 부르나? 저건 걍 똥이 더러버서 피한거지.,1년 전
1056,  D.y,머 ㅅㅂ 그래서 경차말고 슈퍼카 사란말이가?,2년 전
1057,  홈,6년전 방송 아직도 해결 못태냐~,9개월 전
1058,  Josh Seo,이게 뉴스입니까...,2년 전
1059,  노잼대전,제목을 뭐 이따구로 지어.,2년 전
1060,  조보현,차빼!!!,10개월 전
1061,  웃으면복이와요,천민자본주의,11개월 전
1062,  올레비,모세의기적은 어디가고 차빼! 10세만 보이냐?,2년 전
1063,  AnJoy 79,다 그런건 아닌데.너무 일반화다,1년 전
1064,  공다빈,아ㅋㅋ4년전꺼자너 알고리즘새갸,2년 전
1065,  로또1등50명당첨에42명이수동이란다,"저런차 타는 사람 강남의사. 혹은, 인성드러운 놈일 가능성이 큼.차가 비싸서 피하는게 아니라, 대체로 저런차 타고 다니는놈치고 멀쩡한놈 보기힘듬. 그냥 더러운꼴 보기 싫어서 경적안울리고 피해가는 것임.",1년 전
1066,  김현숙,제발 이런기사는 쓰지마라,1년 전
1067,  제시리버,같지도 않는 소리 아무도 안 비키더라,1년 전
1068,  EA,얼른 비켜주고 경차는 졸대 않비켜줌 그게 헬 조선 인간들이여,1년 전
1069,  Adriano Bonucci,겉치레 신경쓰고 허례허식 좋아하는 민족답다.,9개월 전
1070,  바람구름,밥 쳐먹고 할 일 없다.기자넘 날로 먹네,1년 전
1071,  애옹_권,도로전세냈나!!!!법을고처 !  터무니없는 고가차 사고나면  자차수리하라고편하게  다녔으면  그만한 댓가를치러야지  꼴볼견이다,6개월 전
1072,  씹던껌,ㅋㅋㅋ국민성 자체가 노예들,2년 전
1073,  오늘도범,수입차사라고 부추기는거냐?ㅋ 기사내용 어의없네,2년 전
1074,  이회장티비,민족성인가?,1년 전
1075,  s k,강약약강. 비겁해요.,1년 전
1076,  Megan Orsay,이런걸 기사라고,2년 전
1077,  Z Y,비싼 수입차타는사람들 꼴보기싫겠군. 접촉사고나면 골치아프니깐.,2년 전
1078,  이현기,"경차차주들아, 능력없으니 팔자로 받아들여라.",1년 전(수정됨)
1079,  옥연희,슈퍼카 민폐네 부디치면 똥바가지쓸까봐 드러워서피하지 ㅡ,1년 전
1080,  조용하자,경차라서 무시하는게 아니라 외제차랑 박으면 과실이 내가 적도 내차보다 수리비 훨씬 많이나옴 기본 몇천에서 억이다 해외는 다르다고 멍청하게 생각하는건가?,11개월 전
1081,  Wr Im,저딴걸 YTN 뉴스에서 왜일부러 5억짜리 차를 갖고 나가서 실험한거지..........? 자본주의만 부축이고 끝나네...........,1년 전
1082,  [태산]케이,진짜 쓸더없다,2년 전
1083,  김정숙,웃겨 ~~난상관없는데ᆢ,10개월 전
1084,  Zouuun 2,당연히 경차가 비키는게 맞지 ㅋㅋㅋ 자본주의사회에서 당연한일임,2년 전
1085,  와플사과,차빼~!,2년 전
1086,  말토끼,싼맛에 쓰는중국제품미세먼지되어 되돌아온다중금속먼지 만드는  중국제품  쓰지맙시다농약범벅 중국농산물 먹지맙시다NO!!CHINA,1년 전
1087,  한방이면충분해,내가 이걸알아서 차를 바꾼거야..... 아무튼 조선놈들 심보가 다 그런걸 인정하고부터 인생이 풀리더라......... 약한놈은 짓밟고 강한놈한테 빌붙는게 헬조선에서 살아남는법..,5개월 전
1088,  팔도관뚜껑,왜? 굳이 슈퍼카라고 저래하는지 이해안가네 ㅋㅋㅋ,1년 전
1089,  이용정,시벌!,1년 전
1090,  H.H .H,참 사람들하곤....외제차가 뭣이중헌디...,1년 전
1091,  반백살아마,저는 오르막길에서 앞차가 서길래 2미터뒤쯤에 서서 기다리는데 느닷없이 후진을 해서 내차 앞범버가 찌그러짐..앞차운전자가 나오더니 대뜸 안전거리 미확보에 쌍방과실인데 지차가 더비싸서 내 과실이 더큰데 그냥 보내주겠다며 선심을?ㅋㅋ내차는 제네시스고 웃긴놈차는 줘도안타는 불잘나기로 소문난 똥 BMW520d...하도 어이없고 대화하기도 싫어서 보험사랑 경찰불러 해결중~신상까보니 면허정지중!그래도 난 보험처리되서 잘마무리됨. 고급차주?ㅎ는 젓됨~^^,2년 전
1092,  ᄋ교회다니는스님,차 빼~,1년 전
1093,  이름성,저걸왜비켜줌? 난안비킴,1개월 전
1094,  까불면까나리,ㅋㄷㅋㄷ,4개월 전
1095,  모두다 사랑하리,경차 못만들게 해야됨 안정성 최악임,2년 전
1096,  이민행,경차 하시는분들 쫄지마세요 지들도 다 똥싸는 사람입니다 방송 참 개떡,4개월 전
1097,  오르막,ㅎㅎㅎ,2년 전
1098,  Red_Apple,돈앞에서는 벌벌기는 똥나방들...ㅋㅋ. 버스기사 안바빴냐? ㅋㅋㅋㅋ,11개월 전
1099,  한동욱,모세의 기적이라매!! 낚였네... 채널A냐??,2년 전
1100,  주판진,유전무죄무전유죄,3개월 전
1101,  내정 후진,ㅎㅎ ...,1년 전
1102,  올라프,돈 벌자,9개월 전
1103,  김무두한,그래서 무조건 ㅅㅂ꺼 국산쓰레기는 안타야한다 ㅋㅋㅋ 특히 현기차들,1년 전
1104,  임찬휘,18 민폐입니다,10개월 전
1105,  Jessi Kim,그래서 대한민국 국민이 개돼지이다?,2년 전
1106,  ACG,I´m the english comment you are looking for...,1년 전
1107,  턱9짱가,인간들 참 간사하고 재수없는 종 싸구려차 시티오토바이 타면 칼치기 죽일듯이 껴들임,10개월 전
1108,  Jonghui Kang,수입차 민폐네요,1년 전
1109,  res Q,Ytn 정말 할게 그렇게 없니?,2년 전
1110,  배틀팩토리,개민폐 실험이네,2년 전
1111,  불빛명화,네 ㅎㅎㅎ다 도망욤 ㅎㅎ,8개월 전
1112,  Blood Trail,이혼절차,1년 전
1113,  aa aa,트럭은 그딴거 없던데,6개월 전
1114,  Sanggyu Park,뉴스가 하고싶은 의도가 뭐야? 제목만 보는 청취자들... 간보네,1년 전
1115,  김다혜,도로의 민폐.보험의 민폐대상이 외제 슈퍼카 아닌가?대단해서 피해주는게 아니라 조금이라도 부딪히면 경제적 부담 때문에 피해주는거지.그런걸 이용하여 당연한다듯 운전하는 족들도 있고.,2개월 전
1116,  하늘에핀꽃,ㅎㅎ,7개월 전
1117,  KoreaPredator,솔직히 경차는 주작임ㅋ일부로 안드가는거 보소,1년 전
1118,  KNOW JU,일정금액 넘으면. 이동의 자유가 아니라. 귀중품을 도로에 끌고. 나온것. 아닌가?  귀중품은 소유주가 조심히 취급해얒하는데ㆍ 저렴한 차를 탄다고 이동의 자유가 차이나는게 아니다ㆍ 심지어 고가차가 사고. 유발해도. 상대차가 입는는 상당하다ㆍ대책이 필요한것 아닐까?  똥이 무서워서 피하나 더러워서 피하지!,1년 전
1119,  김소연,에고 인간들아!!작은차라 앝보고 빵빵거리고 슈퍼카라 슬슬비키주는 꼬라지 한심하기 짝이없다ㅉㅉㅉ,1년 전
1120,  김춘수,이런걸 왜하나....ㅉ,1년 전
1121,  남임재훈,"대한민국의,수준을 보여준다.",1년 전
1122,  만보가족_Manbo Family,진짜 할일 없나보네.. 이런걸 뉴스라고,1년 전
1123,  세상에서 가장 맛있는 왕감자,이따구 실험왜함?,2년 전
1124,  야기,이런속보내지마라쫌,1년 전
1125,  파란등대지기,그래서 슈퍼카를 타라고 말하는 건가요.의도가 도대체 먼가요? 법인으로 되어져 있는 슈퍼카의 운행에 문제가 없는지나 대해서나 취재를 제대로 하시던지,7개월 전
1126,  이태호,또봇D 불쌍ㅠㅠ,1년 전
1127,  은행나무,이거이 뉴스 맞나,1년 전
1128,  윤시민,이걸 ㅅㅂ 뉴스라고..,1년 전
1129,  바람과여름,차빼 ㅜ,11개월 전
1130,  Myrty,천박한 국민성 수준... 에휴,1년 전
